id,composer,composition,movement,ensemble,source,transcriber,catalog_name,seconds
2410,Beethoven,Piano Sonata No 13 in E-flat major,1. Andante - Allegro - Andante,Solo Piano,Paul Pitman,piano-midi.de,OP27NO1,313
2411,Beethoven,Piano Sonata No 13 in E-flat major,2. Allegro molto e vivace,Solo Piano,Paul Pitman,piano-midi.de,OP27NO1,129
2422,Beethoven,Piano Sonata No 1 in F minor,1. Allegro,Solo Piano,Paul Pitman,suzumidi,OP2NO1,241
2423,Beethoven,Piano Sonata No 1 in F minor,2. Adagio,Solo Piano,Paul Pitman,suzumidi,OP2NO1,297
2424,Beethoven,Piano Sonata No 1 in F minor,3. Menuetto,Solo Piano,Paul Pitman,suzumidi,OP2NO1,202
2436,Beethoven,Piano Sonata No 21 in C major,1. Allegro con brio,Solo Piano,Paul Pitman,piano-midi.de,OP53,684
2441,Beethoven,Piano Sonata No 29 in B-flat major,1. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP106,794
2442,Beethoven,Piano Sonata No 29 in B-flat major,2. Scherzo: Assai vivace,Solo Piano,Paul Pitman,piano-midi.de,OP106,175
2443,Beethoven,Piano Sonata No 29 in B-flat major,3. Adagio sostenuto,Solo Piano,Paul Pitman,piano-midi.de,OP106,1035
2444,Beethoven,Piano Sonata No 29 in B-flat major,4. Introduzione: Largo...Allegro - Fuga: Allegro risoluto,Solo Piano,Paul Pitman,piano-midi.de,OP106,770
2471,Beethoven,Piano Sonata No 3 in C major,2. Adagio,Solo Piano,Paul Pitman,piano-midi.de,OP2NO3,453
2472,Beethoven,Piano Sonata No 3 in C major,3. Scherzo: Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP2NO3,215
2473,Beethoven,Piano Sonata No 3 in C major,4. Allegro assai,Solo Piano,Paul Pitman,piano-midi.de,OP2NO3,335
2476,Beethoven,Piano Sonata No 3 in C major,2. Adagio,Solo Piano,Glen W. Prillaman,piano-midi.de,OP2NO3,474
2477,Beethoven,Piano Sonata No 3 in C major,3. Scherzo: Allegro,Solo Piano,Glen W. Prillaman,piano-midi.de,OP2NO3,220
2478,Beethoven,Piano Sonata No 3 in C major,4. Allegro assai,Solo Piano,Glen W. Prillaman,piano-midi.de,OP2NO3,319
2486,Beethoven,Piano Sonata No 4 in E-flat major,"2. Largo, con gran espressione",Solo Piano,Paul Pitman,piano-midi.de,OP7,448
2487,Beethoven,Piano Sonata No 4 in E-flat major,3. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP7,339
2488,Beethoven,Piano Sonata No 4 in E-flat major,4. Rondo: Poco allegretto e grazioso,Solo Piano,Paul Pitman,piano-midi.de,OP7,441
2490,Beethoven,Piano Sonata No 4 in E-flat major,"2. Largo, con gran espressione",Solo Piano,Konstantin Semilakovs,piano-midi.de,OP7,519
2491,Beethoven,Piano Sonata No 4 in E-flat major,3. Allegro,Solo Piano,Konstantin Semilakovs,piano-midi.de,OP7,331
2492,Beethoven,Piano Sonata No 4 in E-flat major,4. Rondo: Poco allegretto e grazioso,Solo Piano,Konstantin Semilakovs,piano-midi.de,OP7,480
2509,Beethoven,Piano Sonata No 2 in A major,1. Allegro vivace,Solo Piano,Paul Pitman,piano-midi.de,OP2NO2,484
2510,Beethoven,Piano Sonata No 2 in A major,2. Largo appassionato,Solo Piano,Paul Pitman,piano-midi.de,OP2NO2,452
2512,Beethoven,Piano Sonata No 2 in A major,4. Rondo: Grazioso,Solo Piano,Paul Pitman,piano-midi.de,OP2NO2,423
2514,Beethoven,Piano Sonata No 2 in A major,2. Largo appassionato,Solo Piano,Michael Sikich,piano-midi.de,OP2NO2,405
2516,Beethoven,Piano Sonata No 2 in A major,4. Rondo: Grazioso,Solo Piano,Michael Sikich,piano-midi.de,OP2NO2,387
2527,Beethoven,Piano Sonata No 5 in C minor,1. Allegro molto e con brio,Solo Piano,Paul Pitman,piano-midi.de,OP10NO1,386
2528,Beethoven,Piano Sonata No 5 in C minor,2. Adagio molto,Solo Piano,Paul Pitman,piano-midi.de,OP10NO1,463
2529,Beethoven,Piano Sonata No 5 in C minor,3. Finale: Prestissimo,Solo Piano,Paul Pitman,piano-midi.de,OP10NO1,275
2530,Beethoven,Piano Sonata No 20 in C minor,1. Maestoso - Allegro con brio ed appassionato,Solo Piano,Paul Pitman,piano-midi.de,OP111,562
2531,Beethoven,Piano Sonata No 20 in C minor,2. Arietta: Adagio,Solo Piano,Paul Pitman,piano-midi.de,OP111,992
2532,Beethoven,Piano Sonata No 20 in C minor,1. Maestoso - Allegro con brio ed appassionato,Solo Piano,Neal O’Doan,piano-midi.de,OP111,548
2533,Beethoven,Piano Sonata No 20 in C minor,2. Arietta: Adagio,Solo Piano,Neal O’Doan,piano-midi.de,OP111,1067
2537,Beethoven,Piano Sonata No 20 in G major,1. Allegro ma non troppo,Solo Piano,Paul Pitman,piano-midi.de,OP49NO2,286
2538,Beethoven,Piano Sonata No 20 in G major,2. Tempo di Menuetto,Solo Piano,Paul Pitman,piano-midi.de,OP49NO2,212
2540,Beethoven,Piano Sonata No 28 in A major,1. Etwas lebhaft und mit der innigsten Empfindung,Solo Piano,Paul Pitman,piano-midi.de,OP101,263
2542,Beethoven,Piano Sonata No 28 in A major,3. Langsam und sehnsuchtsvoll,Solo Piano,Paul Pitman,piano-midi.de,OP101,650
2550,Beethoven,Piano Sonata No 24 in F-sharp major,2. Allegro vivace,Solo Piano,Paul Pitman,piano-midi.de,OP78,180
2555,Beethoven,Piano Sonata No 30 in E major,1. Vivace ma non troppo / Adagio espresivo,Solo Piano,Paul Pitman,piano-midi.de,OP109,223
2556,Beethoven,Piano Sonata No 30 in E major,2. Prestissimo,Solo Piano,Paul Pitman,piano-midi.de,OP109,151
2557,Beethoven,Piano Sonata No 30 in E major,"3. Gesangvoll, mit innigster Empfindung",Solo Piano,Paul Pitman,piano-midi.de,OP109,762
2564,Beethoven,Piano Sonata No 11 in B-flat major,2. Adagio con molto espressione,Solo Piano,Paul Pitman,piano-midi.de,OP22,553
2566,Beethoven,Piano Sonata No 11 in B-flat major,4. Rondo: Allegretto,Solo Piano,Paul Pitman,piano-midi.de,OP22,405
2567,Beethoven,Piano Sonata No 27 in E minor,1. Mit Lebhaftigkeit und durchaus mit Empfindung und Ausdruck,Solo Piano,Paul Pitman,piano-midi.de,OP90,387
2568,Beethoven,Piano Sonata No 27 in E minor,2. Nicht zu geschwind und sehr singbar vorgetragen,Solo Piano,Paul Pitman,piano-midi.de,OP90,478
2575,Beethoven,Piano Sonata No 8 in C minor,2. Adagio cantabile,Solo Piano,Paul Pitman,piano-midi.de,OP13,303
2576,Beethoven,Piano Sonata No 8 in C minor,3. Rondo: Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP13,279
2581,Beethoven,Piano Sonata No 22 in F major,1. tempo d un menuetto,Solo Piano,Paul Pitman,piano-midi.de,OP54,345
2582,Beethoven,Piano Sonata No 22 in F major,2. Allegretto - Piu allegro,Solo Piano,Paul Pitman,piano-midi.de,OP54,398
2588,Beethoven,Piano Sonata No 12 in A-flat major,1. Andante con variazioni,Solo Piano,Paul Pitman,piano-midi.de,OP26,522
2590,Beethoven,Piano Sonata No 12 in A-flat major,3. Maestoso andante,Solo Piano,Paul Pitman,piano-midi.de,OP26,390
2591,Beethoven,Piano Sonata No 12 in A-flat major,4. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP26,179
2593,Beethoven,Piano Sonata No 18 in E-flat major,1. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP31NO3,512
2594,Beethoven,Piano Sonata No 18 in E-flat major,2. Scherzo: Allegretto vivace,Solo Piano,Paul Pitman,piano-midi.de,OP31NO3,319
2595,Beethoven,Piano Sonata No 18 in E-flat major,3. Menuetto. Moderato e grazioso,Solo Piano,Paul Pitman,piano-midi.de,OP31NO3,307
2596,Beethoven,Piano Sonata No 18 in E-flat major,4. Presto,Solo Piano,Paul Pitman,piano-midi.de,OP31NO3,325
2603,Beethoven,Piano Sonata No 26 in E-flat major,1. Das Lebewohl,Solo Piano,Shuwen Zhang,piano-midi.de,OP81NO1,418
2607,Beethoven,Piano Sonata No 16 in G major,2. Adagio grazioso,Solo Piano,Paul Pitman,piano-midi.de,OP31NO1,673
2608,Beethoven,Piano Sonata No 16 in G major,"3. Rondo, allegretto - presto",Solo Piano,Paul Pitman,piano-midi.de,OP31NO1,390
2611,Beethoven,Piano Sonata No 7 in D major,2. Largo e mesto,Solo Piano,Paul Pitman,piano-midi.de,OP10NO3,563
2614,Beethoven,Piano Sonata No 7 in D major,2. Largo e mesto,Solo Piano,Peter Bradley-Fulgoni,piano-midi.de,OP10NO3,635
2618,Beethoven,Piano Sonata No 6 in F major,1. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP10NO2,364
2619,Beethoven,Piano Sonata No 6 in F major,2. Allegretto,Solo Piano,Paul Pitman,piano-midi.de,OP10NO2,238
2620,Beethoven,Piano Sonata No 6 in F major,3. Presto,Solo Piano,Paul Pitman,piano-midi.de,OP10NO2,159
2632,Beethoven,Piano Sonata No 10 in G major,2. Andante,Solo Piano,Paul Pitman,piano-midi.de,OP14NO2,341
2633,Beethoven,Piano Sonata No 10 in G major,3. Scherzo: Allegro assai,Solo Piano,Paul Pitman,piano-midi.de,OP14NO2,227
2677,Beethoven,Piano Sonata No 9 in E major,1. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP14NO1,445
2678,Beethoven,Piano Sonata No 10 in G major,1. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP14NO2,472
